time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
75.290986	4	222.005	586.478	1547.610	436.166	2792.536	1150.777	3524.999	781.011	--undefined--	--undefined--
75.300986	4	277.599	439.806	1561.901	403.382	2769.590	976.499	3655.539	819.638	--undefined--	--undefined--
75.310986	4	307.521	321.010	1537.967	336.113	2672.851	713.901	3731.106	598.472	--undefined--	--undefined--
75.320986	4	331.019	279.369	1512.750	296.967	2590.024	657.136	3760.752	580.863	--undefined--	--undefined--
75.330986	5	371.082	277.581	1505.830	316.481	2553.650	525.178	3708.326	618.833	4922.856	709.459
75.340986	5	450.346	297.261	1595.147	336.266	2637.599	467.047	3629.840	571.895	4867.387	667.857
75.350986	5	511.739	220.445	1628.053	351.924	2596.279	560.969	3577.418	600.363	4797.495	759.853
75.360986	5	540.381	145.288	1645.558	445.865	2349.485	732.072	3448.082	662.405	4520.463	532.957
75.370986	5	564.633	100.496	1738.997	386.049	2255.566	912.268	3279.054	786.541	4385.885	356.812
75.380986	5	586.693	82.235	1795.073	258.460	2562.628	1287.732	2988.477	1484.697	4312.405	465.562
75.390986	5	599.489	74.182	1835.206	315.906	2676.116	1955.783	2793.475	1028.336	4330.854	436.290
75.400986	5	607.196	71.906	1918.450	419.978	2441.818	1384.626	3030.898	926.970	4387.933	329.714
75.410986	5	610.443	72.193	1961.460	386.785	2449.371	1824.183	2954.769	895.434	4405.452	268.320
75.420986	5	610.122	71.206	1955.904	392.722	2532.542	2701.705	2851.207	685.771	4369.703	307.855
75.430986	5	605.703	69.279	1984.969	516.458	2527.982	1868.636	2959.350	622.987	4347.401	291.811
75.440986	5	602.290	73.859	2056.794	425.024	2461.355	2234.421	3002.426	645.390	4391.623	287.454
75.450986	5	597.221	75.874	2051.843	2444.122	2133.452	401.874	3038.689	812.991	4456.855	323.527
75.460986	5	590.560	76.325	1934.105	2426.889	2211.333	512.663	3001.930	724.857	4481.081	328.712
75.470986	5	583.651	77.764	1805.884	2501.392	2312.155	453.368	3048.839	522.708	4482.710	362.735
75.480986	5	575.927	78.082	1770.161	2762.499	2410.479	553.177	3049.054	547.868	4446.836	444.364
75.490986	5	567.533	83.647	1667.641	2599.346	2581.316	597.373	3049.983	999.214	4450.054	316.573
75.500986	5	558.863	92.173	1634.035	2790.732	2537.411	578.256	3151.633	891.312	4474.132	325.956
75.510986	5	546.626	97.027	1677.112	2529.958	2584.609	631.341	3150.444	741.164	4466.204	359.907
75.520986	5	533.653	101.369	1625.700	2004.728	2690.593	415.658	3254.796	707.402	4433.543	420.261
75.530986	5	523.270	106.701	1723.234	2209.346	2706.140	352.439	3248.062	625.425	4378.133	528.933
75.540986	5	511.222	107.968	1734.628	2358.931	2698.582	336.920	3235.534	530.514	4318.956	433.749
75.550986	5	493.685	103.142	1656.966	2089.746	2714.810	293.474	3279.196	454.449	4307.305	340.296
75.560986	5	480.761	101.889	1625.784	2398.619	2698.678	318.222	3269.666	464.845	4261.862	394.323
75.570986	5	471.640	101.660	1626.004	3040.069	2710.289	371.331	3268.524	539.370	4270.628	375.528
75.580986	5	463.043	99.749	1444.354	3565.189	2740.760	318.764	3307.899	568.412	4290.295	309.810
75.590986	4	455.843	95.091	2705.444	260.656	3240.756	490.852	4274.351	308.714	--undefined--	--undefined--
75.600986	4	449.501	89.578	2653.374	201.187	3148.898	352.214	4293.727	377.556	--undefined--	--undefined--
75.610986	4	444.006	87.254	2650.326	171.501	3155.331	324.979	4397.504	356.766	--undefined--	--undefined--
75.620986	4	443.557	90.386	2638.315	136.602	3135.826	290.653	4421.033	305.817	--undefined--	--undefined--
75.630986	4	443.530	93.282	2629.882	114.945	3095.784	223.099	4401.430	285.371	--undefined--	--undefined--
75.640986	4	441.923	92.403	2634.345	136.092	3087.973	265.455	4350.202	187.264	--undefined--	--undefined--
75.650986	4	441.021	84.851	2653.230	215.413	3119.168	451.273	4312.751	172.145	--undefined--	--undefined--
75.660986	4	434.923	67.096	2668.079	314.324	3080.548	513.128	4294.018	201.988	--undefined--	--undefined--
75.670986	4	420.082	49.334	2681.666	312.207	3009.765	755.942	4294.775	215.011	--undefined--	--undefined--
75.680986	4	408.583	50.551	2658.972	261.631	2998.272	1092.175	4300.646	221.533	--undefined--	--undefined--
75.690986	4	408.993	68.601	2614.844	241.999	2966.574	705.057	4302.231	179.777	--undefined--	--undefined--
75.700986	4	416.897	83.956	2544.413	284.296	2890.129	407.046	4295.433	158.124	--undefined--	--undefined--
75.710986	4	415.400	75.117	2443.877	249.334	2886.487	231.970	4299.594	203.719	--undefined--	--undefined--
75.720986	4	413.585	83.995	2442.732	189.823	2891.040	200.760	4296.206	207.045	--undefined--	--undefined--
75.730986	4	417.575	93.746	2407.537	163.912	2867.548	166.002	4291.273	259.380	--undefined--	--undefined--
75.740986	4	420.105	95.286	2379.236	151.396	2868.496	147.682	4251.123	439.479	--undefined--	--undefined--
75.750986	4	414.186	83.234	2372.986	143.039	2904.653	155.039	4251.790	236.441	--undefined--	--undefined--
75.760986	4	414.424	89.895	2355.775	126.627	2915.895	140.281	4261.456	203.029	--undefined--	--undefined--
75.770986	4	417.083	100.930	2307.320	124.352	2913.104	135.199	4254.311	246.522	--undefined--	--undefined--
75.780986	4	420.734	104.848	2262.290	119.802	2913.573	136.431	4255.202	351.553	--undefined--	--undefined--
75.790986	4	437.154	131.490	2189.632	128.235	2918.187	160.476	4282.738	208.737	--undefined--	--undefined--
75.800986	4	445.632	119.894	2165.176	174.921	2950.337	194.735	4308.683	135.750	--undefined--	--undefined--
75.810986	4	431.316	80.360	2088.202	443.274	2915.368	271.453	4282.056	203.319	--undefined--	--undefined--
75.820986	5	418.428	124.918	2069.051	309.994	2949.016	271.314	4124.137	182.707	4844.028	490.939
75.830986	5	387.498	408.239	2112.016	212.113	3217.517	573.480	4141.416	211.875	4899.174	397.919
75.840986	4	2111.164	303.602	3364.880	953.639	4187.359	515.636	4854.344	513.388	--undefined--	--undefined--
75.850986	4	2035.459	188.624	3052.180	624.402	3956.454	560.353	4716.292	298.149	--undefined--	--undefined--
75.860986	4	2052.743	155.448	3134.270	492.803	3934.218	564.315	4726.938	216.098	--undefined--	--undefined--
75.870986	4	2038.187	199.877	3075.580	614.712	3919.304	650.188	4711.116	186.446	--undefined--	--undefined--
75.880986	4	1988.668	389.977	3129.259	963.046	4019.366	696.861	4881.036	520.198	--undefined--	--undefined--
75.890986	4	1933.020	569.305	3133.532	850.530	4070.599	389.463	5104.978	264.582	--undefined--	--undefined--
75.900986	4	1990.652	496.981	3118.633	1223.122	4044.627	355.795	5139.646	409.189	--undefined--	--undefined--
75.910986	4	2011.033	422.339	3026.578	1503.553	4052.473	333.892	5197.930	669.220	--undefined--	--undefined--
75.920986	3	1978.253	450.549	3199.210	1545.858	4174.232	482.474	--undefined--	--undefined--	--undefined--	--undefined--
75.930986	4	706.346	3705.834	1945.238	520.218	3359.147	1026.712	4270.939	372.075	--undefined--	--undefined--
75.940986	5	1311.487	1063.739	2039.428	813.260	3431.341	673.075	4264.378	395.226	5278.811	344.387
75.950986	5	1414.821	742.392	2169.938	861.990	3637.022	1310.051	4059.648	546.229	5236.386	275.356
75.960986	5	1421.865	627.776	2210.884	615.371	3805.863	1631.750	3946.417	371.069	5230.035	199.216
75.970986	5	1360.407	566.455	2238.451	525.242	3930.548	411.489	3933.092	1484.823	5236.456	177.780
75.980986	5	1314.949	613.359	2245.201	526.954	3807.769	475.289	4300.422	1505.011	5255.122	291.178
75.990986	5	1277.266	659.136	2242.050	524.637	3765.085	470.876	4534.360	1431.573	5271.990	545.173
76.000986	5	1280.222	907.858	2207.195	746.967	3531.585	865.900	4175.209	767.925	5221.401	346.005
76.010986	5	910.922	2080.675	2001.211	562.333	3268.132	616.498	4275.772	574.243	5231.285	346.509
76.020986	4	1984.108	384.370	3219.219	541.033	4294.498	464.814	5207.712	306.501	--undefined--	--undefined--
76.030986	4	1929.573	324.660	3135.046	509.165	4233.028	363.719	5156.175	283.813	--undefined--	--undefined--
76.040986	4	1907.450	230.190	3101.586	690.315	4182.850	638.757	5096.246	443.710	--undefined--	--undefined--
76.050986	4	1932.029	142.150	3065.162	969.652	4123.300	917.809	5104.919	582.586	--undefined--	--undefined--
76.060986	4	1955.373	179.481	3048.837	680.698	4244.318	459.306	5194.036	361.515	--undefined--	--undefined--
76.070986	5	463.294	970.927	2000.462	171.401	3015.232	397.655	4294.127	260.155	5194.649	285.742
76.080986	5	552.954	931.650	2006.806	140.209	3054.114	352.536	4286.774	256.243	5157.188	371.919
76.090986	5	626.076	780.993	2029.545	166.138	3082.378	430.804	4249.339	281.126	5092.425	303.072
76.100986	5	702.167	710.613	2063.234	170.283	3028.951	706.663	4218.679	345.888	5054.453	349.557
76.110986	5	607.025	964.696	2041.774	133.767	2939.137	1086.186	4210.018	507.554	5044.185	499.321
76.120986	5	385.731	1059.435	2010.882	128.069	3047.266	1309.450	4296.950	529.076	5110.575	1026.194
76.130986	5	519.611	776.130	1989.105	171.922	3066.271	941.734	4261.309	576.583	5090.187	983.629
76.140986	4	646.028	614.610	2023.636	164.278	3150.592	672.740	4386.157	530.506	--undefined--	--undefined--
76.150986	4	740.971	620.102	2046.284	181.004	3229.640	594.785	4450.076	305.992	--undefined--	--undefined--
76.160986	4	816.043	664.751	2063.137	222.559	3278.372	623.550	4465.997	239.317	--undefined--	--undefined--
76.170986	4	921.426	702.645	2085.159	253.274	3300.089	608.789	4452.566	194.663	--undefined--	--undefined--
76.180986	4	807.847	599.251	2041.779	449.420	2998.408	1651.800	4415.174	656.212	--undefined--	--undefined--
76.190986	3	1242.533	1508.921	2493.104	1431.265	3777.040	1263.608	--undefined--	--undefined--	--undefined--	--undefined--
76.200986	2	1834.363	664.443	3176.201	572.464	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.210986	2	1868.589	630.574	3193.021	563.772	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.220986	2	1892.535	594.866	3197.830	552.701	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.230986	2	1889.341	599.854	3194.810	557.627	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.240986	2	1920.949	588.678	3209.030	559.286	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.250986	2	1914.962	575.445	3200.540	554.304	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.260986	2	1906.757	563.408	3194.451	552.290	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.270986	2	1922.335	534.724	3197.001	549.413	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.280986	2	1908.827	557.174	3193.121	554.715	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.290986	2	1910.359	554.632	3193.285	552.129	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.300986	2	1928.358	536.160	3199.783	549.724	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.310986	2	1917.157	555.770	3197.468	554.746	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.320986	2	1919.122	559.601	3199.910	553.556	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.330986	2	1922.635	555.620	3201.972	550.604	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.340986	2	1912.494	558.539	3197.615	553.340	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.350986	2	1919.121	560.051	3200.361	555.262	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.360986	2	1919.502	553.599	3199.914	550.586	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.370986	2	1917.355	554.178	3198.679	551.077	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.380986	2	1926.694	545.506	3201.488	551.251	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.390986	2	1919.275	550.320	3198.749	550.727	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.400986	2	1914.023	549.210	3196.515	548.746	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.410986	2	1920.343	537.346	3197.791	546.583	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.420986	2	1917.240	548.788	3197.320	550.752	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.430986	2	1919.674	552.178	3198.902	550.750	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.440986	2	1924.656	551.942	3200.907	550.159	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.450986	2	1918.247	555.009	3198.565	552.053	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.460986	2	1918.041	554.382	3199.507	551.270	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.470986	2	1919.206	551.001	3199.655	549.517	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.480986	2	1917.125	554.048	3198.719	550.776	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.490986	2	1922.156	553.307	3201.398	551.301	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.500986	2	1920.519	551.504	3199.582	550.347	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.510986	2	1918.087	549.745	3197.997	550.029	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.520986	2	1921.495	542.677	3198.470	549.250	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.530986	2	1917.901	548.768	3197.422	550.748	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.540986	2	1917.837	548.646	3197.300	550.194	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.550986	2	1922.625	543.930	3199.041	549.633	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.560986	2	1919.401	549.460	3198.375	551.053	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.570986	2	1919.761	550.972	3199.046	550.833	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.580986	2	1920.732	550.031	3199.650	550.018	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.590986	2	1917.587	551.115	3198.327	550.869	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.600986	2	1919.508	551.684	3199.142	551.506	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.610986	2	1919.561	549.864	3198.989	550.107	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.620986	2	1918.773	550.123	3198.564	550.254	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.630986	2	1921.662	547.479	3199.418	550.321	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.640986	2	1919.354	548.950	3198.574	550.152	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.650986	2	1917.630	548.721	3197.861	549.561	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.660986	2	1919.589	545.033	3198.283	548.900	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.670986	2	1918.601	548.594	3198.119	550.179	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.680986	2	1919.268	549.716	3198.575	550.192	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.690986	2	1920.756	549.702	3199.182	550.016	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.700986	2	1918.849	550.702	3198.482	550.609	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.710986	2	1918.801	550.829	3198.749	550.395	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.720986	2	1919.211	550.293	3198.802	549.887	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.730986	2	1918.460	550.652	3198.489	550.223	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.740986	2	1919.756	550.212	3199.200	550.379	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.750986	2	1919.345	549.677	3198.724	550.122	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.760986	2	1918.663	549.284	3198.291	550.051	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.770986	2	1919.479	547.611	3198.406	549.864	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.780986	2	1918.658	549.002	3198.172	550.202	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.790986	2	1918.575	549.091	3198.132	550.105	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.800986	2	1919.523	548.179	3198.482	549.987	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.810986	2	1918.923	549.197	3198.363	550.237	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.820986	2	1918.884	549.548	3198.440	550.223	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.830986	2	1919.028	549.396	3198.527	550.088	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.840986	2	1918.615	549.455	3198.347	550.152	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.850986	2	1918.738	549.481	3198.389	550.217	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.860986	2	1918.772	549.335	3198.382	550.117	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.870986	2	1918.660	549.354	3198.331	550.101	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.880986	2	1918.592	549.413	3198.310	550.106	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.890986	2	1918.726	549.320	3198.349	550.116	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.900986	2	1918.771	549.538	3198.385	550.221	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.910986	2	1918.503	550.119	3198.342	550.327	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.920986	2	1918.722	549.480	3198.390	550.099	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.930986	2	1918.421	549.295	3198.224	550.122	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.940986	2	1917.934	549.219	3198.028	550.138	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.950986	2	1918.627	548.790	3198.267	549.901	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.960986	2	1918.511	548.675	3198.069	550.027	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.970986	2	1918.331	548.835	3198.054	550.297	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.980986	2	1918.740	548.438	3198.168	550.038	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
76.990986	2	1917.578	548.717	3197.512	549.933	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.000986	2	1918.044	549.102	3197.984	550.169	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.010986	2	1918.569	549.751	3198.368	550.270	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.020986	2	1917.379	552.187	3198.205	550.532	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.030986	2	1918.812	549.937	3198.660	550.002	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.040986	2	1918.591	550.397	3198.669	550.300	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.050986	2	1916.298	552.548	3197.858	550.478	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.060986	2	1918.021	549.700	3198.238	549.749	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.070986	2	1917.501	548.956	3197.718	549.899	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.080986	2	1916.941	549.515	3197.337	550.411	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.090986	2	1919.143	548.572	3198.230	549.705	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.100986	2	1917.342	548.108	3197.431	549.212	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.110986	2	1917.448	549.585	3197.598	550.471	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.120986	2	1917.868	549.486	3197.877	550.273	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.130986	2	1914.345	552.617	3196.809	550.214	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.140986	2	1917.495	550.754	3197.941	550.527	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.150986	2	1919.402	551.900	3198.809	551.572	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.160986	2	1916.150	558.019	3198.112	552.631	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.170986	2	1918.096	551.732	3198.511	550.500	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.180986	2	1915.773	550.140	3197.216	550.780	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.190986	2	1912.183	549.819	3195.760	551.083	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
77.200986	3	992.573	854.602	2022.364	719.435	3358.063	580.245	--undefined--	--undefined--	--undefined--	--undefined--
77.210986	4	584.481	561.509	1648.530	525.760	2805.728	627.983	3878.860	581.175	--undefined--	--undefined--
77.220986	4	589.127	835.755	1696.035	731.804	2888.801	444.786	3926.293	930.557	--undefined--	--undefined--
77.230986	4	1317.903	1164.707	2607.576	1132.550	2961.600	475.445	4279.034	984.851	--undefined--	--undefined--
77.240986	4	1656.233	1569.397	2648.796	883.736	2975.267	619.031	4132.796	1292.736	--undefined--	--undefined--
77.250986	4	2051.302	630.527	2775.420	455.960	3624.261	705.429	5108.605	923.433	--undefined--	--undefined--
77.260986	4	1943.047	485.061	2661.742	432.705	3654.156	560.849	5031.416	2205.149	--undefined--	--undefined--
77.270986	4	1899.006	457.093	2619.938	385.788	3652.839	466.065	4497.657	1672.721	--undefined--	--undefined--
77.280986	4	1891.758	397.780	2647.085	353.607	3657.176	359.121	4864.312	1546.380	--undefined--	--undefined--
77.290986	4	1892.697	289.726	2711.363	310.894	3680.658	221.853	4847.969	582.461	--undefined--	--undefined--
77.300986	5	293.928	208.465	1799.147	145.804	2680.085	298.524	3657.708	250.219	4711.793	431.541
77.310986	5	328.840	79.035	1682.152	189.806	2632.770	477.560	3613.465	533.934	4535.640	407.578
77.320986	5	355.445	83.030	1464.732	286.647	2605.841	462.188	3596.463	730.740	4444.677	386.370
77.330986	5	373.153	85.387	1348.985	252.659	2582.773	376.578	3618.733	631.979	4431.285	429.892
77.340986	5	378.219	102.759	1230.715	299.444	2562.743	240.165	3670.956	496.643	4389.724	455.159
77.350986	5	380.049	138.910	1101.342	234.013	2562.216	192.167	3669.583	467.134	4391.664	441.524
77.360986	5	372.252	139.248	1030.880	141.310	2599.651	240.586	3754.171	540.332	4423.896	604.689
77.370986	5	368.657	135.782	998.313	111.729	2678.454	515.434	4045.793	598.479	4427.428	1210.719
77.380986	5	371.096	147.887	977.207	127.413	2682.648	930.107	4102.856	430.549	4420.641	1404.578
77.390986	5	369.754	137.304	950.889	128.283	2619.546	581.251	4025.876	320.225	4469.575	1014.904
77.400986	5	370.256	124.123	941.720	122.464	2622.951	561.806	3927.566	300.421	4562.892	926.939
77.410986	5	375.446	116.888	944.119	123.714	2664.461	825.213	3805.192	285.245	4653.577	1017.694
77.420986	5	386.403	112.377	956.464	131.272	2693.059	1147.645	3751.992	261.158	4682.972	1175.597
77.430986	5	406.851	102.410	985.261	134.250	2774.993	1427.141	3721.956	335.247	4590.207	1353.518
77.440986	5	425.466	76.747	1023.758	119.823	2763.382	1236.660	3646.030	423.643	4541.529	1010.124
77.450986	5	440.279	64.578	1085.166	120.217	2772.554	1163.703	3543.277	530.216	4546.325	788.880
77.460986	5	454.182	73.522	1184.235	168.193	2697.178	1379.443	3424.042	612.317	4529.612	739.304
77.470986	5	462.344	80.944	1311.929	190.528	2705.123	1684.566	3253.851	785.571	4503.516	669.097
77.480986	5	464.051	95.783	1406.790	182.760	2752.346	2814.353	3014.110	607.009	4466.633	539.074
77.490986	5	462.344	120.956	1473.805	253.648	2425.987	3200.493	2975.020	392.112	4461.640	452.816
77.500986	5	465.935	158.250	1621.512	392.857	1669.453	4192.186	2956.336	248.823	4462.756	360.024
77.510986	4	482.277	194.300	1821.656	288.254	2946.678	164.892	4477.282	310.246	--undefined--	--undefined--
77.520986	4	476.515	194.794	1897.174	155.767	2932.372	131.811	4482.943	338.983	--undefined--	--undefined--
77.530986	4	443.406	175.281	1908.707	113.397	2883.177	124.861	4451.950	632.311	--undefined--	--undefined--
77.540986	4	426.981	174.375	1900.195	104.422	2837.213	135.852	4063.021	807.748	--undefined--	--undefined--
77.550986	4	396.646	151.919	1877.211	140.285	2820.494	160.021	4030.585	478.080	--undefined--	--undefined--
77.560986	4	371.918	98.966	1823.688	210.036	2787.288	142.538	4097.343	338.557	--undefined--	--undefined--
77.570986	4	372.755	85.675	1790.576	238.620	2787.893	79.888	4116.942	326.124	--undefined--	--undefined--
77.580986	4	367.957	79.263	1793.933	295.372	2789.671	70.072	4122.725	399.848	--undefined--	--undefined--
77.590986	4	363.618	73.424	1804.838	369.047	2781.154	74.962	4097.720	516.490	--undefined--	--undefined--
77.600986	4	360.087	67.531	1799.035	389.019	2773.540	85.998	4104.871	445.467	--undefined--	--undefined--
77.610986	4	354.883	60.169	1810.012	356.522	2762.951	106.180	4152.301	361.158	--undefined--	--undefined--
77.620986	4	347.590	53.515	1806.884	311.760	2763.237	99.311	4228.350	283.589	--undefined--	--undefined--
77.630986	4	339.277	46.166	1753.364	311.200	2757.633	91.906	4252.073	182.405	--undefined--	--undefined--
77.640986	4	330.259	39.480	1755.271	355.455	2735.078	122.181	4239.915	193.554	--undefined--	--undefined--
77.650986	4	321.324	33.674	1782.620	400.543	2709.861	169.323	4233.673	284.770	--undefined--	--undefined--
77.660986	4	314.862	29.894	1773.459	412.607	2703.801	194.742	4198.740	357.701	--undefined--	--undefined--
77.670986	4	308.202	23.836	1745.220	463.913	2720.698	179.604	4177.010	372.916	--undefined--	--undefined--
77.680986	4	300.603	18.174	1654.365	537.867	2747.714	197.918	4184.721	478.246	--undefined--	--undefined--
77.690986	4	293.223	17.594	1637.508	528.719	2772.929	243.069	4213.559	484.131	--undefined--	--undefined--
77.700986	4	286.209	17.811	1662.099	596.695	2776.107	301.296	4254.132	537.789	--undefined--	--undefined--
77.710986	4	279.612	17.889	1703.163	673.431	2814.354	363.055	4251.626	780.606	--undefined--	--undefined--
77.720986	4	272.730	19.130	1796.880	845.966	2910.420	370.454	4347.294	574.225	--undefined--	--undefined--
77.730986	4	263.414	20.028	2014.064	1254.410	2852.285	407.594	4372.500	556.208	--undefined--	--undefined--
77.740986	4	253.726	36.764	2362.996	869.612	2923.704	442.736	4327.389	783.534	--undefined--	--undefined--
