time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
0.050986	4	152.836	610.070	2382.591	475.642	3166.247	176.050	4087.427	532.973	--undefined--	--undefined--
0.060986	5	248.366	91.245	2390.733	322.368	3124.111	263.728	3924.471	468.955	4833.980	1646.674
0.070986	5	251.482	55.761	2452.068	208.228	3147.983	457.985	3826.250	443.386	4493.104	730.791
0.080986	5	272.908	47.454	2478.626	140.773	3126.121	592.952	3819.229	383.428	4487.502	530.767
0.090986	5	296.085	34.295	2469.064	102.410	3022.251	744.972	3851.642	337.138	4450.970	436.975
0.100986	5	320.445	31.452	2480.049	114.764	2675.456	821.383	3881.608	282.457	4470.671	346.952
0.110986	5	334.321	25.795	2301.945	480.273	2528.804	111.915	3923.970	330.444	4508.267	324.373
0.120986	5	342.338	22.524	2138.898	339.669	2513.922	64.321	3900.652	309.431	4549.940	308.139
0.130986	5	343.128	20.619	2012.303	268.104	2499.665	61.616	3916.998	225.969	4579.651	247.035
0.140986	5	340.611	18.360	1863.527	234.721	2487.585	102.512	3930.818	205.146	4572.417	231.385
0.150986	5	336.691	16.801	1715.337	247.217	2480.484	211.039	3914.585	173.684	4567.367	255.123
0.160986	5	333.164	19.124	1495.730	306.988	2491.328	193.624	3921.412	169.327	4612.273	213.883
0.170986	5	331.162	33.405	1224.431	288.762	2519.357	172.182	3942.350	243.598	4619.903	167.990
0.180986	5	326.951	66.473	1140.871	234.598	2520.804	369.424	3870.668	463.057	4604.927	232.702
0.190986	5	319.582	185.329	1087.622	327.598	2296.345	863.126	3768.980	685.659	4562.107	328.834
0.200986	5	299.704	323.615	1025.087	329.972	2178.648	961.291	3956.241	769.392	4593.334	809.559
0.210986	5	306.613	193.374	965.339	232.872	2456.566	497.934	3987.992	357.107	4831.138	968.390
0.220986	5	299.616	159.762	806.812	221.547	2583.131	158.456	4039.940	178.137	4802.497	523.663
0.230986	5	303.904	163.183	764.029	189.016	2579.344	138.782	4106.537	200.297	4764.862	505.889
0.240986	5	307.404	142.478	771.639	162.673	2571.864	172.008	4086.763	240.651	4709.590	591.953
0.250986	5	310.329	134.728	787.636	149.213	2550.887	274.158	4072.873	263.567	4668.517	681.759
0.260986	5	324.845	170.091	815.945	186.804	2464.724	438.344	4099.092	467.061	4551.033	775.060
0.270986	5	357.960	209.456	859.477	224.389	2415.258	576.754	4021.210	1153.816	4481.300	390.696
0.280986	5	372.527	140.888	896.797	127.724	2477.359	551.428	4085.543	1364.945	4483.917	378.491
0.290986	5	372.873	64.613	946.715	65.993	2554.564	387.825	4098.720	855.185	4528.649	338.027
0.300986	5	378.427	48.584	1036.405	53.960	2562.679	348.184	4166.349	817.717	4562.705	333.454
0.310986	5	389.841	54.855	1109.033	71.569	2538.006	421.881	4218.350	708.752	4580.132	488.957
0.320986	5	400.981	55.666	1197.756	86.782	2496.236	544.443	4126.294	453.360	4644.436	369.395
0.330986	5	414.270	61.657	1275.797	112.855	2489.798	515.937	4106.596	459.078	4648.739	394.908
0.340986	5	428.008	58.969	1376.355	123.744	2475.149	498.836	4106.589	469.280	4649.111	431.839
0.350986	5	443.783	56.484	1460.984	149.765	2445.599	490.272	4126.189	538.854	4598.776	464.857
0.360986	5	456.367	49.687	1537.421	158.765	2492.949	248.560	4099.164	674.515	4516.113	529.202
0.370986	5	452.369	55.742	1575.521	218.869	2499.274	165.999	4027.016	596.038	4615.979	590.605
0.380986	5	440.878	75.285	1589.470	357.100	2476.722	149.975	4105.632	652.878	4652.414	467.977
0.390986	5	433.769	88.834	1612.440	507.246	2459.795	163.917	4180.298	585.427	4655.078	467.914
0.400986	5	428.160	95.021	1754.086	707.328	2420.225	303.280	4153.855	717.165	4605.574	455.183
0.410986	5	419.723	89.897	1911.579	702.725	2371.459	406.673	3984.854	782.872	4617.881	410.833
0.420986	5	412.167	88.385	1960.482	815.179	2369.422	311.374	3885.676	558.852	4665.875	381.176
0.430986	5	404.950	86.234	2198.649	989.513	2331.814	278.271	3939.489	535.141	4705.320	512.663
0.440986	5	395.924	77.399	2255.203	223.165	2446.864	865.168	4044.568	570.182	4668.492	444.727
0.450986	5	387.192	76.491	2208.220	158.900	2548.823	885.341	4032.272	487.605	4647.795	361.633
0.460986	5	379.345	93.199	2158.624	102.548	2792.686	1193.808	3988.227	553.380	4630.324	371.437
0.470986	5	372.756	105.277	2115.325	85.039	3398.683	1161.132	3991.438	1306.190	4574.455	481.280
0.480986	5	367.689	107.845	2091.865	157.480	3285.157	690.144	4253.148	731.776	4782.488	1013.503
0.490986	5	362.053	191.890	2135.741	313.494	3151.682	555.941	4178.819	457.351	4985.832	567.913
0.500986	5	311.105	455.274	2210.378	321.255	3252.372	624.042	4137.474	421.655	5071.905	539.375
0.510986	4	2196.284	408.845	3210.642	818.007	4076.981	512.595	5223.710	877.912	--undefined--	--undefined--
0.520986	4	2066.398	462.461	2841.182	676.982	3811.726	502.728	4643.123	849.702	--undefined--	--undefined--
0.530986	4	2121.273	425.164	2802.260	837.318	3773.034	320.810	4654.203	648.104	--undefined--	--undefined--
0.540986	4	2126.944	372.556	2928.313	1050.150	3787.584	440.687	4626.733	759.722	--undefined--	--undefined--
0.550986	4	2076.892	378.036	2953.291	619.526	3931.606	360.033	4784.457	1029.589	--undefined--	--undefined--
0.560986	4	2101.739	370.344	2938.011	693.192	3903.694	305.274	4659.824	887.278	--undefined--	--undefined--
0.570986	4	2119.506	234.810	2955.645	716.902	3837.854	229.202	4703.835	687.552	--undefined--	--undefined--
0.580986	4	2112.996	178.740	2933.635	709.229	3826.947	244.422	4638.843	610.510	--undefined--	--undefined--
0.590986	4	2118.174	274.604	2889.186	891.419	3843.160	385.499	4477.556	796.743	--undefined--	--undefined--
0.600986	4	2109.060	453.544	2955.390	844.251	3836.773	303.831	4625.466	984.928	--undefined--	--undefined--
0.610986	4	2087.547	636.966	2973.920	514.642	3893.544	243.468	4907.760	593.494	--undefined--	--undefined--
0.620986	4	2126.694	564.221	2937.132	671.283	3885.227	251.258	4792.103	736.054	--undefined--	--undefined--
0.630986	4	2166.649	372.858	2978.211	779.046	3830.675	270.314	4610.813	563.252	--undefined--	--undefined--
0.640986	4	2147.865	333.493	2927.644	783.579	3769.971	297.064	4587.963	512.381	--undefined--	--undefined--
0.650986	4	2155.548	426.435	2788.655	1032.964	3666.475	330.684	4494.028	642.751	--undefined--	--undefined--
0.660986	4	1676.213	884.650	2468.647	700.459	3606.563	305.569	4252.227	661.218	--undefined--	--undefined--
0.670986	4	1434.783	641.421	2242.156	616.491	3454.048	493.449	4041.562	526.855	--undefined--	--undefined--
0.680986	4	1337.489	593.437	2233.374	604.220	3421.675	572.512	4259.996	570.934	--undefined--	--undefined--
0.690986	4	1358.321	591.938	2233.223	774.143	3403.807	793.490	4334.611	622.083	--undefined--	--undefined--
0.700986	4	1306.202	643.373	2463.043	910.692	3546.681	646.100	4100.645	615.525	--undefined--	--undefined--
0.710986	5	965.165	273.238	2090.936	1167.341	3118.896	770.373	3858.130	375.236	4756.385	917.657
0.720986	5	986.179	219.403	2126.501	813.662	3093.176	667.579	3828.139	328.094	4683.428	639.134
0.730986	5	1033.541	343.959	2213.993	791.679	2990.791	750.066	3734.768	401.568	4674.553	559.720
0.740986	5	1065.369	507.275	2284.759	958.218	2911.769	895.888	3626.570	444.614	4693.928	464.507
0.750986	5	1024.232	570.991	2298.986	830.808	3177.364	1146.976	3646.666	579.971	4730.915	672.578
0.760986	5	923.267	401.431	2167.188	409.286	3167.396	519.015	3934.817	496.270	4915.188	999.423
0.770986	5	865.084	441.765	2157.067	334.755	3113.763	428.050	3980.446	403.108	4960.715	952.592
0.780986	5	541.648	837.614	2145.420	335.675	3082.346	493.897	3881.204	256.308	4842.425	671.551
0.790986	5	306.391	481.937	2130.251	205.137	3068.538	378.930	3856.947	145.325	4770.332	397.327
0.800986	5	356.302	167.410	2131.807	221.844	3031.401	586.555	3852.368	246.610	4866.638	638.755
0.810986	5	384.071	143.090	2111.122	290.138	2754.291	620.401	3861.976	299.222	4770.928	779.384
0.820986	5	406.397	94.250	2024.044	133.677	2708.808	559.616	3941.272	332.689	4673.487	901.514
0.830986	5	424.213	69.398	1996.994	84.267	2608.408	549.206	3955.690	346.260	4548.646	828.237
0.840986	5	434.491	61.117	1986.307	84.925	2553.627	398.041	4010.772	404.526	4451.144	809.045
0.850986	5	439.492	60.348	2000.234	115.592	2558.802	270.609	4145.466	263.920	4552.383	1554.300
0.860986	5	439.057	65.219	2015.988	138.443	2596.817	225.363	4188.636	181.849	4694.374	2283.443
0.870986	5	430.009	76.384	2014.199	117.634	2627.511	184.863	4180.200	173.725	5131.728	3001.327
0.880986	4	410.733	102.552	2001.615	91.028	2618.823	148.800	4142.650	197.648	--undefined--	--undefined--
0.890986	4	382.433	155.164	1962.910	81.519	2573.366	153.715	4114.561	218.392	--undefined--	--undefined--
0.900986	4	336.077	175.749	1927.426	96.233	2505.103	173.885	4129.333	280.404	--undefined--	--undefined--
0.910986	4	288.975	49.775	1915.027	108.230	2501.212	161.149	4190.717	342.934	--undefined--	--undefined--
0.920986	4	281.167	9.554	1877.672	165.462	2602.933	198.328	4456.744	519.461	--undefined--	--undefined--
0.930986	4	284.374	10.344	1857.183	250.454	2642.468	242.111	4502.805	504.970	--undefined--	--undefined--
0.940986	4	289.091	17.416	1901.816	315.269	2685.713	209.769	4394.302	346.746	--undefined--	--undefined--
0.950986	4	296.090	29.213	1949.067	249.814	2714.261	134.415	4242.035	491.734	--undefined--	--undefined--
0.960986	4	302.520	37.128	1971.321	248.556	2729.755	112.412	4111.722	724.686	--undefined--	--undefined--
0.970986	4	307.370	44.058	2002.566	296.582	2732.890	154.799	4001.293	602.102	--undefined--	--undefined--
0.980986	4	308.342	45.708	2032.296	416.120	2737.281	363.622	3884.619	562.335	--undefined--	--undefined--
0.990986	4	311.456	52.135	2012.379	405.818	2731.914	376.244	3918.292	719.382	--undefined--	--undefined--
1.000986	4	315.694	62.529	1961.000	356.366	2703.628	235.873	4146.390	1118.950	--undefined--	--undefined--
1.010986	4	317.980	70.417	1895.637	335.122	2667.158	216.616	4252.959	1132.121	--undefined--	--undefined--
1.020986	4	318.304	73.641	1818.937	292.748	2649.420	186.221	4292.803	1053.962	--undefined--	--undefined--
1.030986	4	318.773	77.959	1752.089	223.954	2666.951	159.436	4393.809	1127.369	--undefined--	--undefined--
1.040986	4	335.077	119.977	1729.251	130.888	2562.857	342.815	4128.520	289.242	--undefined--	--undefined--
1.050986	4	446.929	211.572	1711.978	145.963	2324.700	622.129	4105.190	196.983	--undefined--	--undefined--
1.060986	4	562.435	211.561	1696.203	111.841	2517.139	573.917	4166.547	200.817	--undefined--	--undefined--
1.070986	4	634.600	205.438	1672.084	111.147	2715.841	406.445	4236.232	195.812	--undefined--	--undefined--
1.080986	4	673.281	220.569	1612.292	215.308	2773.520	439.655	4253.724	212.402	--undefined--	--undefined--
1.090986	5	672.052	238.500	1450.443	264.973	2769.208	593.085	4253.911	425.205	4836.989	4533.413
1.100986	5	668.231	227.161	1340.506	171.239	2769.592	755.206	3980.834	1873.125	4159.757	680.563
1.110986	5	678.580	217.344	1268.545	114.415	2753.031	822.712	4007.120	546.491	4111.365	1391.767
1.120986	5	686.567	188.517	1220.281	74.793	2797.611	828.777	3980.113	508.853	4048.193	1206.437
1.130986	5	694.017	175.495	1199.316	75.243	2950.866	693.248	3953.191	293.478	4590.061	2879.694
1.140986	4	705.170	205.658	1159.664	131.269	2987.441	603.801	3887.489	152.964	--undefined--	--undefined--
1.150986	4	702.968	256.447	1088.049	168.199	3008.639	710.187	3874.338	120.629	--undefined--	--undefined--
1.160986	4	692.239	272.919	1043.547	191.223	3236.449	1320.142	3882.258	171.248	--undefined--	--undefined--
1.170986	4	717.826	320.334	995.062	279.268	3537.942	1403.462	3903.171	217.576	--undefined--	--undefined--
1.180986	4	743.295	361.667	933.137	323.531	3320.297	1366.198	3947.329	172.011	--undefined--	--undefined--
1.190986	4	732.602	432.672	897.660	247.288	3207.757	1588.450	3961.209	146.697	--undefined--	--undefined--
1.200986	4	653.702	430.412	899.007	142.085	2616.728	1838.002	3915.458	94.646	--undefined--	--undefined--
1.210986	4	597.003	316.545	894.176	100.135	2275.218	1133.447	3918.832	83.905	--undefined--	--undefined--
1.220986	4	597.250	331.975	862.385	133.595	2369.190	1089.794	3971.221	88.449	--undefined--	--undefined--
1.230986	4	634.928	489.633	794.262	164.405	2544.606	1340.884	3954.250	92.891	--undefined--	--undefined--
1.240986	4	597.834	542.546	777.373	117.902	2442.260	1084.216	3888.569	96.294	--undefined--	--undefined--
1.250986	4	586.452	615.954	772.852	89.583	2501.225	1336.487	3922.148	128.101	--undefined--	--undefined--
1.260986	4	573.100	591.035	774.739	73.048	2561.804	1426.974	3959.956	128.753	--undefined--	--undefined--
1.270986	4	562.787	442.644	772.834	79.466	2469.027	1048.856	3960.600	117.566	--undefined--	--undefined--
1.280986	4	559.447	287.570	754.802	119.973	2370.060	617.863	3953.991	110.774	--undefined--	--undefined--
1.290986	4	582.170	328.682	668.342	147.123	2335.045	404.208	3915.253	128.737	--undefined--	--undefined--
1.300986	4	554.902	571.258	624.644	83.829	2385.196	382.558	3916.160	155.635	--undefined--	--undefined--
1.310986	4	476.805	1076.109	597.414	71.339	2434.351	346.065	3967.560	191.408	--undefined--	--undefined--
1.320986	4	577.757	75.872	1647.691	2107.203	2480.045	343.142	3972.772	286.747	--undefined--	--undefined--
1.330986	4	586.515	132.977	2103.103	1296.800	2585.806	438.775	4008.150	854.655	--undefined--	--undefined--
1.340986	4	609.439	212.366	2472.969	1166.649	2540.443	658.233	4094.075	1272.017	--undefined--	--undefined--
1.350986	4	602.432	239.780	2385.991	1240.786	2607.669	560.784	4126.934	1157.819	--undefined--	--undefined--
1.360986	4	595.610	247.402	2251.332	1363.407	2640.659	421.089	4088.099	915.761	--undefined--	--undefined--
1.370986	4	587.831	261.040	2104.232	1488.809	2627.475	354.066	4141.860	814.840	--undefined--	--undefined--
1.380986	4	579.677	283.217	2065.995	1652.576	2557.825	394.080	4137.894	872.718	--undefined--	--undefined--
1.390986	4	566.081	320.935	2233.646	2121.701	2484.810	388.667	4281.711	1520.349	--undefined--	--undefined--
1.400986	4	556.735	328.185	2408.181	1641.878	2500.655	441.373	4908.748	2039.986	--undefined--	--undefined--
1.410986	4	557.138	307.275	2335.267	1519.515	2500.004	440.984	4333.027	1137.249	--undefined--	--undefined--
1.420986	4	557.136	293.672	2387.900	1429.939	2480.583	443.092	4282.372	841.788	--undefined--	--undefined--
1.430986	4	553.832	287.036	2399.632	654.546	2527.745	1024.069	4366.837	981.808	--undefined--	--undefined--
1.440986	4	549.114	295.656	2235.381	700.884	2688.978	687.848	4537.627	1101.587	--undefined--	--undefined--
1.450986	4	542.233	316.604	2195.973	814.903	2692.147	486.858	4605.821	1070.126	--undefined--	--undefined--
1.460986	4	534.981	344.505	2208.236	884.883	2660.326	566.651	4644.422	1345.341	--undefined--	--undefined--
1.470986	4	505.026	390.148	2396.764	969.609	2545.962	825.572	5092.475	1036.760	--undefined--	--undefined--
1.480986	4	460.249	397.463	2459.459	2306.756	2485.724	488.472	5132.676	1005.477	--undefined--	--undefined--
1.490986	4	448.932	393.733	1764.284	2434.114	2494.724	338.498	4311.785	795.441	--undefined--	--undefined--
1.500986	4	444.170	390.335	1770.219	2791.838	2495.673	289.886	4303.062	732.414	--undefined--	--undefined--
1.510986	5	409.966	361.542	904.030	1684.307	2468.215	287.686	3790.534	1653.766	4969.474	823.386
1.520986	5	401.186	278.477	1328.426	909.626	2551.744	514.871	3785.870	1136.566	4942.400	959.831
1.530986	5	450.142	226.412	1418.133	820.098	2667.986	788.330	3955.856	1236.767	4967.187	1574.616
1.540986	4	559.842	181.436	1883.041	1870.124	2694.401	1117.869	4176.165	806.984	--undefined--	--undefined--
1.550986	4	393.482	1103.712	655.843	96.064	2409.730	442.240	4124.948	225.768	--undefined--	--undefined--
1.560986	4	478.944	683.486	701.283	68.053	2353.362	428.154	4147.945	154.781	--undefined--	--undefined--
1.570986	5	520.016	549.004	715.854	72.718	2320.314	400.487	4168.121	155.610	5318.799	1723.560
1.580986	5	553.978	410.578	744.562	111.000	2305.338	344.675	4136.423	179.477	5126.645	1421.454
1.590986	5	547.697	302.795	805.534	101.553	2306.805	312.940	4143.189	151.347	5206.364	1223.662
1.600986	5	542.946	260.945	838.657	61.636	2310.975	297.501	4145.435	139.067	5060.131	919.908
1.610986	5	550.558	291.616	850.351	51.729	2314.286	376.381	4139.563	133.862	5000.924	760.379
1.620986	5	555.152	347.004	855.677	54.399	2291.030	376.053	4138.491	126.665	5027.585	770.876
1.630986	5	558.162	296.877	864.056	58.787	2255.097	248.255	4142.601	122.730	5075.590	719.236
1.640986	5	565.757	282.359	867.785	80.396	2249.555	198.980	4135.270	136.018	5044.613	579.135
1.650986	5	585.435	300.975	872.067	125.984	2248.677	183.924	4165.621	130.139	5059.231	644.335
1.660986	5	606.834	295.449	892.452	168.774	2236.277	189.750	4209.717	107.364	5059.274	865.691
1.670986	5	616.671	272.246	931.336	182.161	2212.723	212.142	4222.125	95.529	4933.748	789.272
1.680986	5	608.058	235.456	979.005	142.343	2174.998	231.560	4222.578	99.971	4808.134	677.908
1.690986	5	600.261	204.263	1015.468	95.432	2127.843	225.423	4213.670	115.829	4714.078	562.773
1.700986	5	599.144	184.898	1041.830	68.822	2065.620	222.174	4196.113	131.260	4650.824	508.472
1.710986	5	608.766	167.638	1074.944	64.089	2019.624	192.389	4196.652	128.548	4649.042	598.330
1.720986	5	618.393	149.428	1125.902	54.365	2004.029	168.620	4212.180	127.646	4724.251	747.421
1.730986	5	617.789	128.172	1153.572	31.128	1986.418	140.218	4221.784	148.271	4768.579	932.364
1.740986	5	609.764	122.058	1164.752	23.298	1958.127	150.431	4186.242	136.110	4815.422	878.566
1.750986	5	606.026	150.580	1173.439	32.685	1952.999	152.694	4193.289	105.967	4817.124	691.545
1.760986	5	610.395	165.558	1193.356	57.753	1933.556	162.699	4205.704	107.699	4926.020	852.122
1.770986	5	619.550	164.607	1238.047	83.577	1877.129	225.657	4195.001	122.015	4948.143	905.773
1.780986	5	624.822	145.268	1269.612	82.273	1861.257	210.841	4195.024	125.990	4955.501	890.556
1.790986	5	627.028	126.856	1276.167	94.457	1860.700	142.852	4197.810	132.076	5065.949	959.778
1.800986	4	630.326	124.710	1287.488	147.893	1864.926	111.761	4213.958	167.415	--undefined--	--undefined--
1.810986	4	635.588	125.894	1312.112	198.019	1858.225	127.110	4313.901	227.856	--undefined--	--undefined--
1.820986	4	643.561	125.081	1362.871	200.432	1870.633	125.275	4381.675	185.641	--undefined--	--undefined--
1.830986	4	650.361	117.155	1397.568	202.777	1866.333	126.749	4376.791	200.964	--undefined--	--undefined--
1.840986	5	657.139	115.846	1422.898	228.938	1848.537	157.392	4339.943	284.815	4879.821	1055.989
1.850986	5	665.260	114.661	1459.607	226.998	1856.267	187.072	4294.176	360.123	4781.863	1019.808
1.860986	5	672.163	102.284	1480.308	202.986	1881.716	181.149	4308.188	281.712	4932.227	1259.303
1.870986	5	675.916	93.768	1486.377	208.611	1903.210	170.036	4326.786	241.892	5229.956	1528.298
1.880986	5	678.966	83.338	1495.874	201.993	1908.238	184.529	4317.458	281.797	5026.285	1421.054
1.890986	5	679.358	79.095	1489.910	189.956	1900.082	197.636	4275.947	327.751	5171.775	1612.657
1.900986	4	679.815	81.059	1489.562	198.298	1890.118	241.921	4188.270	389.743	--undefined--	--undefined--
1.910986	4	676.911	84.395	1473.802	205.477	1897.724	277.266	4104.764	402.145	--undefined--	--undefined--
1.920986	4	671.145	90.308	1431.427	194.064	1931.372	252.043	4160.980	389.843	--undefined--	--undefined--
1.930986	4	661.434	94.167	1382.818	190.411	1932.974	262.911	4200.536	411.726	--undefined--	--undefined--
1.940986	5	638.295	100.769	1304.612	223.074	1894.720	304.502	4243.985	345.888	4488.598	1967.185
1.950986	5	603.298	111.332	1193.226	212.957	1911.354	251.103	4231.034	389.098	4364.464	1394.267
1.960986	5	551.587	130.383	1122.364	165.351	1941.810	215.984	4152.500	517.464	4422.756	979.536
1.970986	5	373.980	176.476	1065.632	166.248	1988.789	210.346	4111.062	429.048	4710.592	1141.761
1.980986	5	277.697	57.877	1173.221	595.416	2122.597	126.562	4054.865	451.191	4815.165	645.754
1.990986	5	269.547	41.454	1408.101	1398.772	2118.306	152.172	4100.670	621.694	4835.075	714.785
2.000986	5	267.867	56.077	1445.699	1678.103	2152.133	227.167	4108.280	497.093	4962.634	1004.250
2.010986	5	259.230	67.817	1388.023	2203.573	2176.975	241.999	3959.986	396.297	4947.989	792.222
2.020986	5	245.670	68.022	1429.925	2400.591	2187.082	215.190	3885.291	386.758	4939.485	645.196
2.030986	5	232.635	68.862	1780.038	3975.358	2154.408	246.572	3842.576	851.026	4750.902	655.416
2.040986	4	233.676	64.256	2160.329	207.436	3376.657	1198.399	4485.318	523.705	--undefined--	--undefined--
2.050986	5	232.911	206.792	1852.861	522.040	2785.345	606.157	4140.109	886.149	5245.925	1582.905
2.060986	4	1701.223	738.628	2739.678	723.252	3931.516	1416.930	4794.318	1170.783	--undefined--	--undefined--
2.070986	5	181.911	1055.774	1585.403	1179.866	2705.719	882.914	4031.835	2010.013	4647.400	1364.573
2.080986	5	183.005	1490.152	988.165	711.737	2574.697	768.087	3991.941	1354.403	4727.366	1608.530
2.090986	5	583.214	319.230	1118.662	275.760	2395.861	372.987	3930.437	504.621	4773.686	1530.362
2.100986	5	672.693	134.706	1178.267	130.304	2363.752	215.572	3945.166	586.344	4259.569	891.258
2.110986	5	715.121	110.091	1210.832	94.606	2376.752	202.373	3832.367	526.395	4293.355	478.671
2.120986	5	742.165	120.602	1241.732	86.187	2422.880	176.396	3792.509	561.922	4311.063	428.716
2.130986	5	759.768	127.384	1261.510	68.521	2444.735	200.704	3692.288	526.482	4386.064	307.323
2.140986	5	776.354	134.881	1279.269	68.807	2479.487	299.599	3696.610	522.424	4419.008	398.708
2.150986	5	787.449	126.112	1296.691	78.536	2549.552	290.169	3779.503	639.832	4403.803	919.432
2.160986	5	798.041	114.909	1309.332	82.353	2564.602	245.596	3784.995	513.286	4521.862	1474.057
2.170986	5	809.598	108.692	1329.679	74.033	2556.172	280.773	3745.610	493.247	4406.502	1173.587
2.180986	5	811.890	97.864	1345.054	63.080	2545.451	239.221	3738.936	506.336	4414.806	976.470
2.190986	5	810.405	88.757	1346.555	55.816	2557.182	181.779	3727.689	700.388	4418.628	721.795
2.200986	5	808.676	85.686	1343.582	59.978	2557.639	204.706	3717.519	848.855	4370.445	669.113
2.210986	5	809.881	92.107	1339.932	77.292	2555.869	281.231	4004.735	1833.740	4206.828	644.396
2.220986	5	810.305	93.588	1328.274	80.022	2546.957	314.824	4177.419	425.924	4736.506	3164.438
2.230986	5	805.691	90.739	1307.001	73.316	2495.217	402.180	4108.075	521.088	4487.116	2253.116
2.240986	5	793.741	79.415	1280.726	62.063	2450.322	349.520	3895.322	806.307	4308.028	725.033
2.250986	5	775.329	68.672	1251.849	59.238	2418.133	324.880	3781.295	517.038	4355.202	548.306
2.260986	5	743.451	64.627	1207.309	72.505	2386.376	340.010	3758.753	476.409	4326.577	517.933
2.270986	5	705.956	70.990	1148.801	93.982	2377.251	399.529	3740.045	482.661	4298.305	479.578
2.280986	5	634.589	154.448	1080.219	153.710	2360.938	458.307	3826.426	645.216	4312.614	482.889
2.290986	5	328.856	422.725	1125.939	406.350	2384.440	163.244	4274.805	148.139	4664.946	2054.256
2.300986	5	292.756	250.661	1313.567	396.608	2390.709	131.657	4289.394	120.839	4692.734	1758.689
2.310986	5	296.745	254.162	1328.238	381.790	2390.328	126.834	4310.729	110.023	4517.308	1757.013
2.320986	5	299.288	278.203	1361.695	413.937	2419.614	125.374	4332.778	78.912	4558.794	2465.875
2.330986	5	299.094	300.468	1400.077	466.708	2438.371	120.479	4346.837	72.078	5133.177	3477.210
2.340986	5	298.617	341.577	1391.150	487.877	2431.620	124.976	4344.795	76.799	5083.828	3655.647
2.350986	4	293.800	456.670	1397.994	554.093	2439.264	129.090	4324.324	82.014	--undefined--	--undefined--
2.360986	4	290.248	493.843	1436.510	568.434	2449.912	116.841	4320.466	90.223	--undefined--	--undefined--
2.370986	4	285.509	540.535	1456.429	560.606	2438.049	112.154	4326.487	91.510	--undefined--	--undefined--
2.380986	4	263.457	719.552	1462.808	603.182	2427.180	115.377	4334.842	92.080	--undefined--	--undefined--
2.390986	4	427.124	1158.469	1477.381	614.558	2428.195	123.685	4345.304	127.834	--undefined--	--undefined--
2.400986	4	581.971	1034.192	1496.654	617.594	2397.922	105.296	4321.423	169.503	--undefined--	--undefined--
2.410986	4	964.973	716.506	1359.400	927.574	2375.864	88.636	4252.010	206.956	--undefined--	--undefined--
2.420986	4	653.127	471.954	1145.775	142.954	2347.295	241.694	3943.589	487.751	--undefined--	--undefined--
2.430986	5	787.372	211.191	1205.050	111.833	2311.841	630.730	3805.865	538.832	4717.330	1755.440
2.440986	5	833.685	178.078	1273.315	122.010	2336.234	647.204	3963.543	738.164	4457.244	1486.426
2.450986	5	853.316	181.716	1344.945	152.638	2331.274	525.107	4014.049	569.198	4865.706	1922.795
2.460986	4	866.592	192.776	1411.034	243.287	2301.875	469.001	3948.929	539.370	--undefined--	--undefined--
2.470986	4	881.961	200.180	1497.877	357.185	2248.451	505.536	4120.812	618.888	--undefined--	--undefined--
2.480986	5	878.586	194.902	1586.644	447.217	2146.954	519.706	4234.488	698.781	4506.036	1646.715
2.490986	5	857.871	181.342	1701.877	448.953	2077.162	510.185	4285.024	784.640	4370.099	1296.114
2.500986	5	821.572	167.285	1739.556	416.807	2051.006	398.144	4053.839	807.338	4509.450	818.269
2.510986	5	778.002	157.649	1767.317	465.997	2076.413	276.227	3986.759	493.008	4645.287	955.293
2.520986	5	717.627	142.282	1827.159	507.205	2085.674	219.094	3930.310	318.254	4822.058	1343.371
2.530986	4	665.994	122.254	1905.064	614.012	2110.762	193.548	3947.955	209.054	--undefined--	--undefined--
2.540986	4	624.287	97.607	2012.909	786.692	2149.081	173.697	3945.027	157.291	--undefined--	--undefined--
2.550986	4	590.254	88.017	2013.046	1045.962	2195.516	148.150	3920.163	175.978	--undefined--	--undefined--
2.560986	4	548.528	103.393	1898.322	1409.147	2233.065	135.896	3896.613	201.542	--undefined--	--undefined--
2.570986	4	476.958	162.575	1910.103	2859.616	2239.648	107.111	3894.663	163.622	--undefined--	--undefined--
2.580986	4	372.819	170.273	2247.894	94.003	3471.265	6527.475	3882.756	178.088	--undefined--	--undefined--
2.590986	4	336.409	138.175	2300.924	196.427	3844.561	772.087	5085.298	1832.309	--undefined--	--undefined--
2.600986	4	320.347	119.053	2434.321	369.020	3277.021	759.049	4968.201	807.269	--undefined--	--undefined--
2.610986	4	305.762	106.332	2573.500	274.087	3366.915	658.465	4991.033	606.829	--undefined--	--undefined--
2.620986	5	288.971	93.328	1423.663	5841.652	2581.958	291.067	3413.522	734.447	4978.484	607.654
2.630986	4	275.625	73.724	2325.732	576.313	3280.294	1323.652	4687.765	1629.179	--undefined--	--undefined--
2.640986	4	263.141	78.730	2169.866	291.510	3486.154	1222.404	4283.470	1745.014	--undefined--	--undefined--
2.650986	5	236.171	76.604	2119.892	356.824	2548.722	1804.291	3725.781	699.610	5259.503	968.867
2.660986	4	224.098	112.418	2030.520	449.939	2705.708	1133.628	3870.227	767.510	--undefined--	--undefined--
2.670986	4	110.211	521.490	2012.395	914.247	2614.734	917.902	4045.447	704.895	--undefined--	--undefined--
